0.9820238095	wi fi
0.9451071429	special offers
0.9416238095	paper white
0.9392738095	customer service
0.9362738095	user interface
0.9321071429	vocabulary builder
0.9311071429	customer support
0.9166023810	e reader
0.9022738095	direct sunlight
0.8626023810	e readers
0.8526023810	e ink
0.8511000000	touch screen
0.8418738095	battery life
0.8216023810	e book
0.7872071429	kindle unlimited
0.7835353073	sony
0.7755670209	wireless
0.7724238291	english
0.7701071429	higher resolution
0.7621071429	older models
0.7563333171	language
0.7550238095	eye strain
0.7455892911	track
0.7439333333	font size
0.7437171992	mini
0.7412739129	oasis
0.7388376118	public
0.7382738095	bookerly font
0.7381161430	paperwhites
0.7374797247	card
0.7358082171	rest
0.7347942342	fiction
0.7347235731	usb
0.7330829463	smart
0.7314809053	local
0.7297958313	cloud
0.7265740053	edge
0.7261897291	address
0.7256809324	pw
0.7250783935	charges
0.7249639368	vocabulary
0.7223134357	direct
0.7221106194	internet
0.7198957710	browser
0.7179684130	bookerly
0.7176062655	ppi
0.7168738095	years ago
0.7166071429	bright sunlight
0.7159384616	september
0.7153538469	builder
0.7150496554	router
0.7148735912	unlimited
0.7147042988	future
0.7144321272	selection
0.7142952424	beach
0.7141400943	ad
0.7127088490	pop
0.7126644862	control
0.7109610203	comparison
0.7106875522	software
0.7055038164	learning
0.7034472054	models
0.7025059954	box
0.7016748444	sun
0.7006366121	copy
0.7001520912	iphone
0.6994086641	sale
0.6971229298	school
0.6967051122	gift
0.6944313620	navigate
0.6928457673	credit
0.6925238095	september 2015 update
0.6908964530	library
0.6897730432	huge
0.6896081318	dictionary
0.6882738095	older paperwhites
0.6878959313	wi
0.6878319665	ray
0.6868387479	shadows
0.6867303861	send
0.6864869080	amazing
0.6862939882	ink
0.6845959252	basic
0.6841833333	kindle app
0.6833738095	black and white
0.6831733912	higher
0.6772396114	keyboard
0.6765500373	kind
0.6752279980	paperback
0.6739021178	post
0.6736224904	depending
0.6735861736	sleep
0.6730443760	paper
0.6723239617	compared
0.6719754829	interface
0.6707112793	light
0.6702688411	short
