1.0000000000	a few weeks
1.0000000000	two of
1.0000000000	seems to
1.0000000000	and then
1.0000000000	plugged in
1.0000000000	worked for
1.0000000000	one of
1.0000000000	months and
1.0000000000	a few
1.0000000000	not work
1.0000000000	to charge
1.0000000000	out of
1.0000000000	these cords
1.0000000000	these cables
1.0000000000	the cable
1.0000000000	the same
1.0000000000	the other
1.0000000000	the phone
1.0000000000	stopped working
1.0000000000	the cables
1.0000000000	not charge
1.0000000000	this cable
1.0000000000	this one
1.0000000000	a month
1.0000000000	a week
1.0000000000	seem to
1.0000000000	happy with
1.0000000000	did not
1.0000000000	do not
1.0000000000	less than
0.7688428036	charger
0.7619186379	usb
0.7552167765	long
0.7525686103	apple
0.7515323348	love
0.7343871759	cable
0.7333102484	iphone
0.7219736582	ipad
0.7170064874	chargers
0.6972539302	nice
0.6942615866	worked
0.6868144052	cord
0.6834151219	buy
0.6421269384	months
0.6344905378	money
0.6329753357	charges
0.6197145965	plugged
0.6130300101	weeks
0.6123791563	working
0.6115918283	purchased
0.6115918283	iphones
0.6114501162	car
0.6114501162	broke
0.6102457109	stopped
0.6100113692	works
0.6091087669	extremely
0.6053327693	bought
0.6053263391	outlet
0.6009433845	cords
0.5917228217	recommend
0.5913858335	device
0.5892126814	lightning
0.5883192327	sturdy
0.5858779250	pay
0.5817276255	colors
0.5800518855	null
0.5774764195	price
0.5752032150	happy
0.5740936198	product
0.5728767943	durable
0.5711849911	phone
0.5703326651	bad
0.5697390724	braided
0.5673145425	stay
0.5652070666	ordered
0.5603589114	lasted
0.5596827591	longer
0.5564805299	fast
0.5541868408	received
0.5534852511	pretty
0.5534852511	length
0.5534852511	fine
0.5487255972	quality
0.5480204067	plug
0.5468765230	cables
0.5464782389	stop
0.5464782389	connection
0.5447118317	disappointed
0.5447118317	charged
0.5407211929	month
0.5400898991	devices
0.5398938138	days
0.5397256667	problem
0.5334510384	quickly
0.5334510384	end
0.5265411991	week
0.5117324090	charge
0.5098295418	great
0.4316180779	charging
0.3000441253	two
0.2984315189	out
0.2936871021	seems
0.2901574697	then
0.2874934185	than
0.2846121880	other
0.2775561195	do
0.2713916973	less
0.2700131535	seem
0.2683740622	same
0.2629677240	i've
0.2627015418	im
0.2623698099	2
0.2571538034	there
0.2554573967	did
0.2537860429	6
0.2522104671	i'm
0.2414445115	it's
0.2405349990	some
0.2405349990	we
0.2380332730	if
0.2354002865	i
0.2343100878	does
0.2340572945	even
0.2334607744	now
0.2278410526	no
0.2204203355	since
0.2204203355	tried
0.2146872478	these
0.2142782504	how
0.2135536205	three
0.2092636475	with
0.2053304553	both
0.2037566458	look
0.2037566458	keep
0.2031650372	would
0.2030371366	work
0.2019822244	each
0.2015486233	were
0.2008834157	still
0.2008834157	five
0.1997004855	this
0.1989759984	also
0.1989194520	dont
0.1987214846	already
0.1974091237	an
0.1972832402	within
0.1972296865	am
0.1955650377	your
0.1954906317	our
0.1950265352	came
0.1945916858	can
0.1944444492	and
0.1926334346	really
0.1925819659	so
0.1925630198	using
0.1925377946	4
0.1925377946	too
0.1922538792	from
0.1922538792	any
0.1922538792	off
0.1910977499	make
0.1910977499	their
0.1904751888	while
0.1902463906	what
0.1900809079	for
0.1895587856	the
0.1892591042	got
0.1889068422	again
0.1884906317	better
0.1870844653	by
0.1869724416	made
0.1862068417	away
0.1862068417	over
0.1856965436	in
0.1854611606	its
0.1854611606	sure
0.1851083879	first
0.1850840817	one
0.1848963216	last
0.1841463531	much
0.1836284708	others
0.1836284708	because
0.1836136966	far
0.1836136966	been
0.1836136966	actually
0.1828827896	up
0.1827012869	a
0.1825309685	has
0.1825309685	1
0.1820797342	used
0.1817709864	don't
0.1815307503	good
0.1812114776	when
0.1799687055	not
0.1792250140	time
0.1787250140	3
0.1786363744	into
0.1766149427	about
0.1766149427	5
0.1758502172	use
0.1758502172	get
0.1754482760	more
0.1753673021	only
0.1752304795	as
0.1743972990	like
0.1737277039	will
0.1729580673	or
0.1728257341	to
0.1725533083	had
0.1721638950	all
0.1715724019	just
0.1710722145	be
0.1708257341	of
0.1704689203	they
0.1694345071	well
0.1660600613	on
0.1630829706	was
0.1586114748	very
0.1516786063	you
0.1474665380	after
0.1434316917	but
0.1425273562	at
0.1407269662	it
0.1360468766	that
0.1350464424	them
0.1325232094	are
0.1324944189	have
0.1309786965	is
0.1292852185	my
