0.9597916667	wi fi
0.9119940476	e reader
0.8595297619	e book
0.8425773810	water resistant
0.8324107143	e ink
0.8261773810	quality control
0.8259630952	page turning buttons
0.7968630952	e readers
0.7963630952	physical page turn buttons
0.7931607143	airplane mode
0.7871773810	auto brightness
0.7856607143	special offers
0.7845773810	2nd generation
0.7780773810	black background
0.7656607143	form factor
0.7650773810	2nd gen
0.7624464286	text to speech
0.7610773810	bluetooth headphones
0.7546773810	uneven lighting
0.7513630952	leather cover
0.7474604740	audiobook
0.7456607143	customer service
0.7445525287	apple
0.7434107143	big deal
0.7415773810	sharp edges
0.7405773810	bright spot
0.7364784608	highly
0.7335773810	audiobook capability
0.7274464286	touch screen
0.7263121069	black
0.7260773810	highly recommend
0.7212390221	oasis
0.7206130952	7 inch screen
0.7196691401	nook
0.7186616011	airplane
0.7182694113	keyboard
0.7156773810	software update
0.7140628090	leather
0.7129630952	page turning
0.7125432355	gen
0.7123738148	kindle
0.7118630952	turning pages
0.7115735224	refurbished
0.7078630952	page turns
0.7064061544	book
0.7063630952	page press
0.7045773810	paper white
0.7044381410	huge
0.7033618248	gb
0.7023696148	touchscreen
0.7023182377	free
0.7015107143	switch hands
0.7005001213	spot
0.6999196694	home
0.6997373453	backlight
0.6994956101	premium
0.6985369708	similar
0.6968089623	current
0.6964965427	paperwhite
0.6961617528	bluetooth
0.6959577361	headphones
0.6958658204	amazon
0.6950575054	test
0.6944119768	special
0.6938760606	charger
0.6935345175	audible
0.6923273810	battery life
0.6918696667	original
0.6914721584	long
0.6912965404	white
0.6903655377	lower
0.6902005803	ipad
0.6890743097	uneven
0.6886408922	battery
0.6886020804	brand
0.6882739526	edges
0.6858267828	o2
0.6857583337	auto
0.6854469521	number
0.6853982995	refresh
0.6844272496	single
0.6839100357	increase
0.6834940513	kindles
0.6830773810	price point
0.6824464286	page turn buttons
0.6815501565	voyage
0.6793425593	immersion
0.6784881435	nice
0.6780104558	case
0.6771607143	32 gb
0.6745315987	life
0.6739804763	supposed
0.6726309037	money
0.6719641357	32gb
0.6711685904	reviewers
0.6709804763	ink
0.6709642444	early
0.6706416578	real
0.6699776082	entire
0.6693905910	extended
0.6675820889	close
0.6675291176	prior
0.6673536988	order
0.6668630952	physical buttons
0.6663135502	offers
0.6649464286	black and white
0.6649364703	1st
0.6647296724	blue
0.6646724249	aluminum
0.6643982511	level
